公司名称,省份,城市,营业收入,利润,员工人数,上市日期,行业分类,产品类型
中航资本控股股份有限公司,黑龙江,哈尔滨市,43.30亿,11.36亿,4885,1996-05-16,其他非银行金融,租赁公司业务、信托公司业务、证券公司业务、财务公司业务
西安曲江文化旅游股份有限公司,陕西,西安市,2.62亿,-2227.35万,4320,1996-05-16,景区,景区运营管理、酒店餐饮、旅游商品销售、旅游服务(旅行社)、园林绿化
彩虹显示器件股份有限公司,陕西,西安市,39.93亿,11.15亿,4058,1996-05-20,显示器件,液晶玻璃基板、液晶面板
光明房地产集团股份有限公司,上海,上海市,53.05亿,496.49万,2764,1996-06-06,房地产开发,房地产开发、物业及租赁服务
苏美达股份有限公司,江苏,常州市,329.98亿,5.25亿,23597,1996-07-01,综合,供应链运营、大消费、大环保
盛屯矿业集团股份有限公司,福建,厦门市,114.95亿,8.20亿,7107,1996-05-31,铜,有色金属采选、钴材料、金属冶炼及综合回收、金属贸易和产业链
南宁百货大楼股份有限公司,广西,南宁市,1.96亿,102.95万,927,1996-06-26,百货,百货（含家电、团购）、超市、汽车、电子商务（含跨境体验店）
南京医药股份有限公司,江苏,南京市,110.85亿,1.16亿,5033,1996-07-01,医药商业,医药产业
青海金瑞矿业发展股份有限公司,青海,西宁市,5193.25万,283.91万,328,1996-06-06,其他化学原料,化工、商贸
文投控股股份有限公司,--,辽宁,3.31亿,1043.05万,1498,1996-07-01,--,影院电影放映及相关衍生业务、影视投资制作业务、网络游戏业务、“文化+”业务
江苏凤凰置业投资股份有限公司,江苏,南京市,3.15亿,2286.86万,113,1996-07-02,房地产开发,住宅开发、商业地产开发
天津港股份有限公司,天津,天津市,31.91亿,2.86亿,7254,1996-06-14,港口,装卸、销售、物流、港口综合配套服务
东软集团股份有限公司,辽宁,沈阳市,11.74亿,-7019.13万,17071,1996-06-18,其他软件服务,自主软件、产品及服务、系统集成、物业广告
大连热电股份有限公司,辽宁,大连市,4.02亿,4350.46万,766,1996-07-16,其他发电,电力、热力
甘肃祁连山水泥集团股份有限公司,甘肃,兰州市,7.78亿,4890.16万,4586,1996-07-16,水泥,水泥、熟料、商品混凝土、骨料
新疆百花村股份有限公司,新疆,乌鲁木齐市,4726.44万,108.34万,770,1996-06-26,综合,医药
河北金牛化工股份有限公司,河北,沧州市,1.27亿,1395.22万,199,1996-06-26,其他化学原料,甲醇
北京首商集团股份有限公司,北京,北京市,9.09亿,6845.27万,5074,1996-07-16,百货,商品销售、房屋租赁
宁波富达股份有限公司,浙江,宁波市,4.21亿,8690.39万,1516,1996-07-16,房地产开发,工业、商业、房地产业、服务业、租赁业
云南云维股份有限公司,云南,玉溪市,4.11亿,374.93万,139,1996-07-02,焦炭,煤炭、铝制品、钢制品、铁矿石
华电能源股份有限公司,黑龙江,哈尔滨市,31.41亿,2976.35万,9682,1996-07-01,火电,售电、供热、电表销售、煤炭销售、工程施工
山东鲁北化工股份有限公司,山东,滨州市,9.28亿,1.25亿,1970,1996-07-02,磷肥,化工、建材、其他
佳都科技集团股份有限公司,广东,广州市,10.24亿,1325.59万,2430,1996-07-16,综合,智慧城市解决方案、智能轨道交通解决方案、ICT产品与服务解决方案、行业智能化产品及运营服务
重庆百货大楼股份有限公司,重庆,重庆市,65.11亿,4.39亿,18228,1996-07-02,百货,百货、超市、电器、汽车贸易、其他
中国高科集团股份有限公司,北京,北京市,2818.45万,589.92万,453,1996-07-26,房地产开发,教育业务、不动产运营业务
湖南海利化工股份有限公司,湖南,长沙市,4.56亿,5679.98万,1686,1996-08-02,农药,农药产品、精细化工产品、机电设备安装
上海爱旭新能源股份有限公司,上海,上海市,30.07亿,1.01亿,5778,1996-08-16,房地产开发,太阳能电池
北汽蓝谷新能源科技股份有限公司,四川,成都市,8.30亿,-8.44亿,5346,1996-08-16,房地产服务,整车
福建实达集团股份有限公司,福建,福州市,2.12亿,-7292.08万,1619,1996-08-08,消费电子设备,移动互联网智能终端及配件、物联网周界安防系统、保理
山东新华锦国际股份有限公司,山东,青岛市,3.27亿,1714.58万,1800,1996-07-26,其他轻工,发制品、纺织品
苏州新区高新技术产业股份有限公司,江苏,苏州市,8.35亿,3294.69万,1733,1996-08-15,房地产开发,先进制造板块、环保板块、产业地产板块、非银金融与产业投资
中粮糖业控股股份有限公司,新疆,昌吉回族自治州,42.27亿,2.22亿,6610,1996-07-31,番茄加工,贸易糖、自产糖、加工糖、番茄制品、农资(种子、农药、化肥等)、农作物种植
兰州丽尚国潮实业集团股份有限公司,甘肃,兰州市,1.68亿,4399.69万,592,1996-08-02,百货,百货零售、餐饮酒店、专业市场管理
辽宁成大股份有限公司,辽宁,大连市,39.71亿,6.82亿,3199,1996-08-19,贸易,医药医疗、金融投资、供应链服务（贸易）、能源开发
山西焦化股份有限公司,山西,临汾市,23.44亿,4.52亿,6324,1996-08-08,焦炭,冶金焦炭
华域汽车系统股份有限公司,上海,上海市,348.78亿,16.39亿,56583,1996-08-26,汽车零部件,汽车内外饰件、金属成型和模具、功能件、电子电器件、热加工件
长春一汽富维汽车零部件股份有限公司,吉林,长春市,49.90亿,2.64亿,14173,1996-08-26,汽车零部件,汽车车轮、汽车保险杠、汽车车灯、冲压件、汽车内饰
华远地产股份有限公司,北京,北京市,15.07亿,1799.83万,847,1996-09-09,房地产开发,房地产、酒店
大唐华银电力股份有限公司,湖南,长沙市,22.06亿,-1.00亿,5752,1996-09-05,火电,电力销售、商品流通、煤炭开采、科技信息
闻泰科技股份有限公司,湖北,黄石市,119.91亿,6.52亿,25096,1996-08-28,消费电子设备,移动通信产品、半导体、新型电子元器件、移动互联网设备产品相关的技术研发
江苏索普化工股份有限公司,江苏,镇江市,16.79亿,5.46亿,1312,1996-09-18,其他化学制品,醋酸及衍生品
上海实业发展股份有限公司,上海,上海市,15.90亿,1.70亿,7535,1996-09-25,房地产开发,房地产、建筑施工
西藏旅游股份有限公司,西藏,拉萨市,2016.30万,-1292.93万,561,1996-10-15,景区,景区运营、传媒文化、旅游服务、商街运营
江中药业股份有限公司,江西,南昌市,6.77亿,1.62亿,3803,1996-09-23,中药生产,非处方药类、处方药类、保健品
海航科技股份有限公司,天津,天津市,850.97亿,6.21亿,36992,1996-09-09,贸易,电子产品分销
福建东方银星投资股份有限公司,河南,商丘市,4.88亿,305.45万,38,1996-09-27,贸易,焦煤、焦炭、天然气、电解铜
上海锦江国际酒店股份有限公司,上海,上海市,23.00亿,-1.44亿,35072,1996-10-11,酒店,酒店营运及管理业务、食品及餐饮业务
厦门国贸集团股份有限公司,福建,厦门市,908.62亿,6.96亿,4867,1996-10-03,贸易,供应链管理业务、房地产经营业务、金融服务业务
浪潮软件股份有限公司,山东,泰安市,2.44亿,-825.78万,1755,1996-09-23,行业应用软件,软件及系统集成、租赁
长江出版传媒股份有限公司,湖北,武汉市,13.94亿,2.57亿,4509,1996-10-03,平面媒体,出版业务、发行业务、印刷业务、物资贸易业务
辽宁能源煤电产业股份有限公司,辽宁,沈阳市,16.31亿,3874.57万,16536,1996-10-29,煤炭开采洗选,煤炭、电力、热力
洲际油气股份有限公司,海南,海口市,5.35亿,136.63万,808,1996-10-08,石油天然气开采,油气、租赁服务、管理咨询
中航沈飞股份有限公司,山东,威海市,57.90亿,3.45亿,14349,1996-10-11,商用车,航空产品
安徽合力股份有限公司,安徽,合肥市,34.72亿,2.06亿,7619,1996-10-09,工程机械,叉车及配件
通策医疗股份有限公司,浙江,杭州市,6.31亿,1.87亿,4118,1996-10-30,医疗服务,医疗服务、产品销售
中国船舶重工集团海洋防务与信息对抗股份有限公司,北京,北京市,8.65亿,6186.62万,4066,1996-11-04,集成电路,特装电子产品、智能装备产品、特装电源、环保设备
中航重机股份有限公司,贵州,贵阳市,17.85亿,1.04亿,7165,1996-11-06,基础件,液压产品、散热器、航空锻造、锻造材料销售、高端智能装备
烟台园城黄金股份有限公司,山东,烟台市,4736.91万,227.27万,18,1996-10-28,黄金,建材、煤炭、租赁业务、托管服务
运盛(成都)医疗科技股份有限公司,上海,上海市,755.58万,41.36万,46,1996-11-15,综合,房地产及其相关行业、医疗信息行业
宁波富邦精业集团股份有限公司,浙江,宁波市,8747.76万,-19.02万,191,1996-11-11,铝,铝材
武汉祥龙电业股份有限公司,湖北,武汉市,1108.32万,241.46万,68,1996-11-01,专业工程,供水、建筑工程安装
江苏综艺股份有限公司,江苏,南通市,1.11亿,1188.22万,574,1996-11-20,综合,制造业、光伏电站、互联网信息技术服务业、股权投资
广誉远中药股份有限公司,青海,西宁市,1.90亿,480.06万,1955,1996-11-05,中药生产,传统中药、精品中药、养生酒
西藏城市发展投资股份有限公司,西藏,拉萨市,4.84亿,2354.32万,267,1996-11-08,房地产开发,房地产销售
汉商集团股份有限公司,湖北,武汉市,3.68亿,2011.32万,2267,1996-11-08,百货,医药、医疗器械、商业运营、会展运营
南京熊猫电子股份有限公司,江苏,南京市,9.92亿,-369.13万,3247,1996-11-18,通信终端设备,智慧城市、智能制造、电子制造服务
东方通信股份有限公司,浙江,杭州市,6.07亿,428.65万,2536,1996-11-26,通信传输设备,智能自助设备、信息通信技术服务、企业网和信息安全
山东新潮能源股份有限公司,山东,烟台市,12.12亿,2.53亿,238,1996-11-21,综合,原油、天然气
新疆友好(集团)股份有限公司,新疆,乌鲁木齐市,5.96亿,4481.84万,3046,1996-12-03,百货,商业零售业务
四川水井坊股份有限公司,四川,成都市,12.40亿,4.19亿,1258,1996-12-06,白酒,白酒
山西通宝能源股份有限公司,山西,太原市,21.27亿,1.16亿,4702,1996-12-05,火电,电力、热力
辅仁药业集团制药股份有限公司,河南,周口市,4.94亿,-3943.53万,3686,1996-12-18,中药生产,片剂、粉针剂、水针剂、口服液、原料药、药品药械经销、冲剂、胶囊剂、胶剂
新余钢铁股份有限公司,江西,新余市,253.05亿,9.98亿,16755,1996-12-25,普钢,工商业、建筑业、运输修理
鲁信创业投资集团股份有限公司,山东,淄博市,2527.80万,-5234.68万,421,1996-12-25,综合,磨料磨具、投资管理
鲁银投资集团股份有限公司,山东,济南市,6.80亿,2294.87万,2796,1996-12-25,综合,食盐、生活用盐、工业盐、溴素、粉末冶金及制品
银川新华百货商业集团股份有限公司,宁夏,银川市,16.75亿,4364.50万,9380,1997-01-08,百货,商品零售、租赁业务
中储发展股份有限公司,天津,天津市,131.78亿,5524.64万,4875,1997-01-21,物流,交通运输、商品流通
山东鲁抗医药股份有限公司,山东,济宁市,13.01亿,4959.45万,6170,1997-02-26,化学制剂,人用抗生素、兽用抗生素
浙江中国轻纺城集团股份有限公司,浙江,绍兴市,1.92亿,7118.25万,1052,1997-02-28,专业市场,市场租赁、仓储租赁
京能置业股份有限公司,北京,北京市,3171.62万,-3465.72万,271,1997-01-30,房地产开发,房地产开发
云南煤业能源股份有限公司,云南,昆明市,13.65亿,5262.45万,2161,1997-01-23,焦炭,焦炭、煤气、煤化工产品、原煤、机械产品、轧辊、耐磨产品
宜宾纸业股份有限公司,四川,宜宾市,5.46亿,1018.06万,1321,1997-02-20,造纸,制浆造纸
张家港保税科技(集团)股份有限公司,江苏,苏州市,6.90亿,5494.48万,487,1997-03-06,物流,码头装卸、保税仓储业务
国电电力发展股份有限公司,辽宁,大连市,306.59亿,32.52亿,32913,1997-03-18,火电,电力产品、热力产品、化工产品、煤炭产品
浙江钱江生物化学股份有限公司,浙江,嘉兴市,1.18亿,-817.73万,545,1997-04-08,农药,植物生长调节剂、杀虫剂、杀菌剂
浙大网新科技股份有限公司,浙江,杭州市,7.41亿,-4074.94万,4816,1997-04-18,其他软件服务,智慧城市、智慧商务、智慧生活、智慧云服务
宁波海运股份有限公司,浙江,宁波市,5.05亿,6605.40万,936,1997-04-23,航运,水路货物运输业务、收费公路运营业务
天津渤海化学股份有限公司,天津,天津市,9.17亿,6581.48万,920,1993-12-06,电子零部件,丙烯产品、数据卡产品、印刷产品、智能卡应用系统及配套机具产品
华新水泥股份有限公司,湖北,黄石市,61.89亿,8.05亿,16860,1994-01-03,水泥,水泥、商品熟料、混凝土、骨料
福建水泥股份有限公司,福建,福州市,6.18亿,3218.33万,1836,1994-01-03,水泥,水泥、熟料
新奥天然气股份有限公司,河北,石家庄市,258.49亿,18.35亿,39282,1994-01-03,燃气,天然气零售业务、综合能源业务、天然气生产、批发和直销业务、延伸业务、工程施工及安装业务、煤炭及甲醇业务
鹏博士电信传媒集团股份有限公司,四川,成都市,11.71亿,2497.00万,5287,1994-01-03,通信运营,互联网业务
江苏悦达投资股份有限公司,江苏,盐城市,9.10亿,-2.72亿,4320,1994-01-03,综合,公路收费、棉纱、坯布、床上用品、农业装备、专用车、整车销售、维修及配件
济南高新发展股份有限公司,山东,济南市,2.49亿,-6477.56万,974,1994-01-03,房地产开发,商品住宅、租赁、物业、黄金、白银、园林市政施工
马鞍山钢铁股份有限公司,安徽,马鞍山市,238.85亿,16.41亿,22145,1994-01-06,普钢,钢材
山西杏花村汾酒厂股份有限公司,山西,吕梁市,73.32亿,21.85亿,12614,1994-01-06,白酒,汾酒、系列酒、配制酒
神马实业股份有限公司,河南,平顶山市,29.97亿,3.70亿,9454,1994-01-06,其他纤维,化纤织造、尼龙化工
东方集团股份有限公司,黑龙江,哈尔滨市,30.82亿,1.95亿,1071,1994-01-06,粮油加工,农产品加工销售、土地及房地产开发
华北制药股份有限公司,河北,石家庄市,27.13亿,-5383.79万,10909,1994-01-14,化学原料药,抗感染类、肾病及免疫调节类、心脑血管类、维生素及健康消费品、神经系统用药、血液系统用药、医药中间体、防疫类
杭州解百集团股份有限公司,浙江,杭州市,6.02亿,2.27亿,1264,1994-01-14,百货,商贸服务
厦门厦工机械股份有限公司,福建,厦门市,4.67亿,2225.88万,905,1994-01-28,工程机械,工程机械产品、商业贸易产品
安信信托股份有限公司,上海,上海市,-4.68亿,-7.27亿,313,1994-01-28,信托,金融信托
郑州德恒宏盛科技发展股份有限公司,陕西,西安市,8.66亿,1.14亿,9858,1994-01-28,融资租赁、经营租赁,环卫设备、工程机械、环卫服务、汽车内饰
中路股份有限公司,上海,上海市,1.37亿,-137.88万,907,1994-01-28,自行车,销售商品、租赁车服务、提供劳务
上海耀皮玻璃集团股份有限公司,上海,上海市,10.02亿,5085.60万,2646,1994-01-28,玻璃,玻璃
上海隧道工程股份有限公司,上海,上海市,92.47亿,3.28亿,15056,1994-01-28,路桥建设,施工、设计服务、运营业务、机械加工及制造、房地产业、材料销售、租赁业务
天津劝业场(集团)股份有限公司,天津,天津市,3.66亿,7249.77万,253,1994-01-28,百货,商品销售、风力发电、光伏发电
上海物资贸易股份有限公司,上海,上海市,12.11亿,1044.92万,992,1994-02-04,贸易,金属、汽车
上海世茂股份有限公司,上海,上海市,36.87亿,5.17亿,2615,1994-02-04,房地产开发,房地产、其他
上海益民商业集团股份有限公司,上海,上海市,3.13亿,4073.08万,592,1994-02-04,百货,商业批发零售、商业物业租赁、典当、餐饮旅游
上海新华传媒股份有限公司,上海,上海市,1.98亿,-321.93万,1472,1994-02-04,平面媒体,图书、音像制品、文教用品、报刊广告
东浩兰生会展集团股份有限公司,上海,上海市,6386.04万,-5104.82万,499,1994-02-04,贸易,会展组织业务、会展配套服务、展馆运营业务、进出口贸易及货代业务
上海百联集团股份有限公司,上海,上海市,103.38亿,4.04亿,32409,1994-02-04,百货,综合百货、购物中心、奥特莱斯、标准超市、便利店、大卖场、专业专卖
茂业商业股份有限公司,四川,成都市,12.10亿,2.20亿,2518,1994-02-24,百货,商业零售、部分物业租赁、酒店业务
哈药集团人民同泰医药股份有限公司,黑龙江,哈尔滨市,21.62亿,3985.05万,3241,1994-02-24,医药商业,医药商业
香溢融通控股集团股份有限公司,浙江,宁波市,6017.62万,2925.12万,297,1994-02-24,其他非银行金融,典当、担保、融资租赁、财富管理、贸易
陕西广电网络传媒(集团)股份有限公司,陕西,西安市,5.90亿,1582.47万,6701,1994-02-24,有线电视,有线电视、商品销售、广告代理
上海第一医药股份有限公司,上海,上海市,3.30亿,1005.25万,772,1994-02-24,医药商业,医药零售、医药批发
上海申通地铁股份有限公司,上海,上海市,7309.49万,1496.98万,443,1994-02-24,轨道交通,运营维护管理、新能源、融资租赁及商业保理
上海机电股份有限公司,上海,上海市,46.56亿,3.84亿,4212,1994-02-24,电梯设备,电梯、印刷包装、液压机器、焊材、能源工程
上海易连实业集团股份有限公司,上海,上海市,2.54亿,755.88万,1686,1994-02-24,包装印刷,彩印塑印、纸制品、PS版、印刷制版
海通证券股份有限公司,上海,上海市,111.92亿,39.28亿,11282,1994-02-24,证券,财富管理、投资银行、资产管理、交易及机构、融资租赁
上海九百股份有限公司,上海,上海市,2861.27万,1771.70万,192,1994-02-24,百货,洗涤用品销售、洗染服务、商业物业管理、商业零售
四川长虹电器股份有限公司,四川,绵阳市,238.33亿,8536.47万,51841,1994-03-11,电视机,家电、中间产品、运输、房地产、特种业务
上海柴油机股份有限公司,上海,上海市,19.11亿,6407.80万,1890,1994-03-11,内燃机,柴油发动机
上工申贝(集团)股份有限公司,上海,上海市,7.37亿,5463.54万,3390,1994-03-11,纺织服装机械,中厚料缝制设备及自动缝制单元、智能制造设备、基础类工业缝纫机、家用缝纫机
丹化化工科技股份有限公司,上海,上海市,2.68亿,-3034.93万,1202,1994-03-11,其他化学制品,乙二醇、草酸、催化剂
上海宝信软件股份有限公司,上海,上海市,18.62亿,4.03亿,4206,1994-03-11,行业应用软件,软件开发及工程服务、服务外包、系统集成
上海同济科技实业股份有限公司,上海,上海市,8.86亿,7599.45万,3451,1994-03-11,房屋建筑,工程建设及监理咨询、房地产业、环境保护行业、科技园开发管理
重庆万里新能源股份有限公司,重庆,重庆市,1.52亿,125.35万,499,1994-03-24,电池,蓄电池
上海临港控股股份有限公司,上海,上海市,12.58亿,4.45亿,604,1994-03-24,园区开发,房地产
中电科数字技术股份有限公司,上海,上海市,15.71亿,6682.71万,2784,1994-03-24,PC、服务器及硬件,软件及信息技术
上海海欣集团股份有限公司,上海,上海市,2.54亿,2341.71万,1121,1994-04-04,医药商业,纺织业、医药流通、医药制造
龙建路桥股份有限公司,黑龙江,哈尔滨市,13.19亿,72.89万,5786,1994-04-04,路桥建设,设计咨询、公路收费、建造工程
江苏春兰制冷设备股份有限公司,江苏,泰州市,1.26亿,840.10万,192,1994-04-25,压缩机,空调、房地产
北京航天长峰股份有限公司,北京,北京市,2.49亿,-4598.54万,2000,1994-04-25,专用计算机设备,安保科技、医疗器械、电子信息、电源
中兴天恒能源科技(北京)股份公司,吉林,长春市,2.02亿,-1.09亿,287,1994-04-25,燃气,天然气销售、天然气设备制造、油品销售、石油天然气开采
宁波中百股份有限公司,浙江,宁波市,2.25亿,773.44万,190,1994-04-25,百货,批发和零售业、房地产租赁经营、商业服务业
银座集团股份有限公司,山东,济南市,16.65亿,2603.70万,10275,1994-05-06,百货,商业、房地产
王府井集团股份有限公司,北京,北京市,24.87亿,2.57亿,11634,1994-05-06,百货,商品零售、商业物业出租
北京京城机电股份有限公司,北京,北京市,2.47亿,-463.24万,1385,1994-05-06,金属制品,钢质无缝气瓶、缠绕瓶、低温瓶、低温储运装备
北京城乡商业(集团)股份有限公司,北京,北京市,1.94亿,-762.27万,1469,1994-05-20,百货,销售商品、物业租赁、商务酒店、旅游、房地产销售
中航航空高科技股份有限公司,江苏,南通市,9.91亿,2.37亿,1692,1994-05-20,非金属新材料,新材料产品、房地产、机床产品
内蒙古蒙电华能热电股份有限公司,内蒙古,呼和浩特市,37.41亿,1925.72万,6631,1994-05-20,火电,电力、热力、煤炭
哈尔滨哈投投资股份有限公司,黑龙江,哈尔滨市,7.68亿,-1.15亿,3838,1994-08-09,其他发电,电力、热力、建材、房地产、建筑
百大集团股份有限公司,浙江,杭州市,6770.01万,8105.42万,161,1994-08-09,百货,商业零售
广东肇庆星湖生物科技股份有限公司,广东,肇庆市,3.04亿,3461.08万,2455,1994-08-18,食品添加剂,食品添加剂、化学原料药及中间体
通化东宝药业股份有限公司,吉林,通化市,8.23亿,3.37亿,2723,1994-08-24,生物医药,医药行业、建材行业、房地产行业
广东梅雁吉祥水电股份有限公司,广东,梅州市,3280.00万,-378.90万,375,1994-09-12,水电,水利发电、教育业、制造业
远东智慧能源股份有限公司,青海,西宁市,37.67亿,1.25亿,8387,1995-02-06,电线电缆,线缆行业、智慧能源行业
厦门华侨电子股份有限公司,福建,厦门市,302.57万,-127.00万,21,1995-02-28,电视机,农产品、电子产品、供应链服务、母婴产品、信息化工程
中石化石油工程技术服务股份有限公司,北京,北京市,146.00亿,1.66亿,71736,1995-04-11,油田服务,地球物理、钻井、测录井、井下特种作业、工程建设
中炬高新技术实业(集团)股份有限公司,广东,中山市,12.63亿,1.87亿,5120,1995-01-24,调味品,调味食品、国家级开发区管理及城市综合开发
梅花生物科技集团股份有限公司,西藏,拉萨市,53.08亿,4.15亿,11644,1995-02-17,食品添加剂,食品味觉性状优化产品、动物营养氨基酸类产品、人类医用氨基酸类
天津创业环保集团股份有限公司,天津,天津市,8.75亿,1.74亿,2034,1995-06-30,自来水供水、中水及供热供冷服务,新能源供冷供热业务、危废业务、光伏发电、污泥处置业务、科技成果转化业务
东方电气股份有限公司,四川,成都市,108.71亿,6.85亿,17336,1995-10-10,输配电设备,发电设备
洛阳玻璃股份有限公司,河南,洛阳市,7.94亿,1.57亿,2641,1995-10-31,玻璃,信息显示玻璃、新能源玻璃、其他功能玻璃
中电科能源股份有限公司,重庆,重庆市,5681.09万,381.93万,404,1995-10-13,摩托车,空间锂离子电池、特种锂离子电源
航天时代电子技术股份有限公司,湖北,武汉市,28.88亿,1.38亿,15497,1995-11-15,航天装备,航天产品、民用产品
成都博瑞传播股份有限公司,四川,成都市,1.35亿,1665.15万,1040,1995-11-15,营销服务,印刷、广告、租赁及物业管理业务、学校业务、网络游戏、小额贷款
吉林亚泰(集团)股份有限公司,吉林,长春市,29.54亿,-3.68亿,18866,1995-11-15,水泥,建材、房地产、煤炭、药品、商贸
上海妙可蓝多食品科技股份有限公司,上海,上海市,9.51亿,4036.00万,1696,1995-12-06,乳制品,乳制品加工、乳制品贸易
云南博闻科技实业股份有限公司,云南,保山市,300.35万,1172.14万,90,1995-12-08,水泥,水泥、贸易
宁波杉杉股份有限公司,浙江,宁波市,39.99亿,3.59亿,4760,1996-01-30,电池,正极材料、负极材料、电解液
宏发科技股份有限公司,湖北,武汉市,23.79亿,3.16亿,14235,1996-02-05,电气自控设备,工业
国投电力控股股份有限公司,北京,北京市,91.94亿,21.28亿,8614,1996-01-18,火电,电力
内蒙古伊利实业集团股份有限公司,内蒙古,呼和浩特市,273.63亿,28.27亿,59159,1996-03-12,乳制品,液体乳及乳制品制造
新疆众和股份有限公司,新疆,乌鲁木齐市,18.13亿,1.45亿,2678,1996-02-15,铝,电子新材料、合金产品、铝制品
南京化纤股份有限公司,江苏,南京市,1.39亿,1.16亿,1356,1996-03-08,粘胶纤维,粘胶纤维、城市生态补水、PET结构泡沫
中房置业股份有限公司,北京,北京市,8.41万,-619.69万,26,1996-03-18,房地产开发,投资性房地产、房屋出租
哈尔滨秋林集团股份有限公司,黑龙江,哈尔滨市,3722.00万,-3937.63万,723,1996-03-25,珠宝首饰,黄金首饰批发、商品零售、食品加工出售、租赁业务
大晟时代文化投资股份有限公司,广东,深圳市,5083.21万,506.84万,364,1996-03-15,游戏,影视、游戏
中国航发动力股份有限公司,陕西,西安市,37.42亿,4588.40万,34977,1996-04-08,航天装备,航空发动机及衍生产品、外贸出口转包、非航空产品
广州广日股份有限公司,广东,广州市,14.68亿,2957.81万,4358,1996-03-28,电梯设备,电梯、电梯零部件、安装及维保、物流仓储配送、包装、LED、智能制造设备
上海张江高科技园区开发股份有限公司,上海,上海市,12.72亿,5.34亿,174,1996-04-22,园区开发,房地产、服务业
览海医疗产业投资股份有限公司,海南,海口市,2201.19万,-2749.52万,159,1996-05-03,融资租赁、医疗服务,医疗服务、医疗咨询
元翔(厦门)国际航空港股份有限公司,福建,厦门市,3.21亿,5391.86万,3276,1996-05-31,机场,交通运输
国美通讯设备股份有限公司,山东,济南市,3682.45万,-410.71万,818,1996-04-18,通信配套服务,智能家居电子类贸易、移动通讯
中国长江电力股份有限公司,北京,北京市,88.70亿,29.19亿,3985,2003-11-18,水电,电力行业
江苏金融租赁股份有限公司,江苏,南京市,10.43亿,5.57亿,356,2018-03-01,--,租赁业务
贵州燃气集团股份有限公司,--,贵州,14.15亿,1971.15万,3639,2017-11-07,--,天然气销售、工程安装、供热
中国三峡新能源(集团)股份有限公司,--,--,38.12亿,16.07亿,3222,2021-06-10,--,电力
财达证券股份有限公司,--,--,4.99亿,2.10亿,2118,2021-05-07,--,证券经纪、证券自营、信用交易、投资银行、资产管理、期货业务
无锡农村商业银行股份有限公司,江苏,无锡市,10.99亿,3.68亿,1535,2016-09-23,银行,公司业务、个人业务、资金业务
华安证券股份有限公司,安徽,合肥市,6.16亿,1.73亿,3066,2016-12-06,证券,证券经纪、期货经纪、证券自营、投资银行、资产管理、信用交易
中国黄金集团黄金珠宝股份有限公司,--,--,133.00亿,2.09亿,1204,2021-02-05,--,黄金产品、K金珠宝类产品
重庆燃气集团股份有限公司,重庆,重庆市,20.01亿,9484.18万,4001,2014-09-30,燃气,天然气销售、天然气安装
中泰证券股份有限公司,--,--,24.49亿,6.83亿,7758,2020-06-03,--,证券经纪业务、 证券投资业务、 信用业务、 投资银行业务、资产管理业务、期货业务、境外业务
江苏银行股份有限公司,江苏,南京市,153.39亿,53.94亿,15363,2016-08-02,银行,发放贷款及垫款、债务工具投资、存放同业及其他金融机构款项、存放中央银行款项、长期应收款、买入返售金融资产、拆出资金
杭州银行股份有限公司,浙江,杭州市,75.77亿,25.18亿,9139,2016-10-27,银行,公司业务、小企业业务、零售业务、资金业务
西安银行股份有限公司,陕西,西安市,18.94亿,7.08亿,3381,2019-03-01,--,公司金融业务、个人金融业务、资金业务
雪天盐业集团股份有限公司,湖南,长沙市,5.49亿,5046.57万,4287,2018-03-26,--,盐、盐化工产品
爱柯迪股份有限公司,--,浙江,8.01亿,1.09亿,5060,2017-11-17,--,汽车、工业
广西广播电视信息网络股份有限公司,广西,南宁市,3.66亿,-8720.28万,4623,2016-08-15,有线电视,有线电视基本收视维护业务、宽带接入、增值业务、工程建设
重庆建工集团股份有限公司,重庆,重庆市,142.10亿,7985.50万,15774,2017-02-21,专业工程,房屋建设业务、基建工程业务、专业工程、建筑装饰
新天绿色能源股份有限公司,--,--,52.97亿,11.65亿,2388,2020-06-29,--,天然气、风力/光伏发电、接驳及建设燃气管网
东方证券股份有限公司,上海,上海市,51.93亿,11.75亿,6339,2015-03-23,证券,证券销售及交易、投资管理、经纪及证券金融、投资银行
江苏省广电有线信息网络股份有限公司,江苏,南京市,16.98亿,9092.56万,18338,2015-04-28,有线电视,有线电视服务
渤海汽车系统股份有限公司,山东,滨州市,12.19亿,439.90万,5296,2004-04-07,汽车零部件,汽车零部件
株洲冶炼集团股份有限公司,湖南,株洲市,40.56亿,7194.25万,2564,2004-08-30,铅锌,锌及锌合金、硫酸、有色金属贸易
国投中鲁果汁股份有限公司,北京,北京市,3.09亿,166.15万,1474,2004-06-22,果汁饮料,饮料、饲料
岳阳林纸股份有限公司,湖南,岳阳市,19.63亿,1.67亿,3964,2004-05-25,造纸,商品浆板、包装用纸、印刷用纸、工业用纸、办公用纸、林业销售、化工产品、商品房、建安劳务、市政园林、污水处理
河北福成五丰食品股份有限公司,河北,廊坊市,2.88亿,3267.92万,2427,2004-07-13,畜牧养殖,食品加工、餐饮服务
山东博汇纸业股份有限公司,山东,淄博市,40.53亿,8.11亿,4629,2004-06-08,造纸,白纸板、文化纸、石膏护面纸、箱板纸、瓦楞纸
